video_id,account,publish_date,topic_category,topic_angle,hook_text,script_text
330,抖音官号,2025-10-02,权益加班,护士长通知召开全体大,护士长通知召开全体大会 让上班的护士必须参加 强制参加 没想到 会上第一个被点名的就是我 护士长直接下令 要我多休年假,"护士长通知召开全体大会
让上班的护士必须参加
强制参加
没想到
会上第一个被点名的就是我
护士长直接下令
要我多休年假
必须休够50天
原因是
我去年只休了7个星期
没有休完
德国护士有假不休完
第一个不高兴的就是护士长
她要惦记着给护士排休
不能超出工时
不然就是给她惹麻烦
这不就对我有意见了
上来就说
让我把年假再多排一周
德国护士
一年到头都开不了一次会
这一张罗开会
就是为了请假这种大事
在我们医院
护士上够10个夜班
可以换一天带薪年假
去年我上了70多个夜班
能换7天年假
不管新护士还是老护士
大家享受的待遇都是一样的
每年带薪年假至少30天
新入职的护士工作还没半年
一下就能休个3个周
我们科21个固定护士
年假从30天到50天都有
夜班上的多
假期就多
正所谓能者多赚
我平时抢着上的夜班
也算发挥上价值了"
331,抖音官号,2025-10-03,护士证路径,我靠中国护士证在德国,我靠 中国护士证在德国逆袭了 谁再说护士证是丫鬟证 我第一个不同意 我在德国医院心内科做护士 来德国最大的动力,"我靠
中国护士证在德国逆袭了
谁再说护士证是丫鬟证
我第一个不同意
我在德国医院心内科做护士
来德国最大的动力
是因为中国护士证
可以认证德国护士证
我不用再重新读书
而且就算我只有中专学历
也能每月月过21,000
证在手人生换了轨道
上学看病就业全免费
失业金养老金全都有
和德国人是同等的待遇
更离谱的是
年龄学历
在德国
护理行业根本不是门槛
即使我只是国内的中专学历
但只要我想进大医院
照样可以进
另外年龄焦虑
不存在的
我们科室
去年还来了一个
63岁的老大爷
在德国
没人关心你多大漂不漂亮
哪怕你30岁四十岁才转行
也没有人嫌弃你起步晚
只要你做事踏实
就能安心干到退休
不卷学历
不卷年龄
更不卷经验
在德国
护士证不再是被看不起的证
而是你挑工作
不是工作挑你的王牌证
我靠
中国护士证在德国逆袭了
谁再说护士证是丫鬟证
我第一个不同意
我在德国医院心内科做护士
来德国最大的动力
是因为中国护士证
可以认证德国护士证
我不用再重新读书
而且就算我只有中专学历
也能每月月过21,000
证在手人生换了轨道
上学看病就业全免费
失业金养老金全都有
和德国人是同等的待遇
更离谱的是
年龄学历
在德国
护理行业根本不是门槛
即使我只是国内的中专学历
但只要我想进大医院
照样可以进
另外年龄焦虑
不存在的
我们科室
去年还来了一个
63岁的老大爷
在德国
没人关心你多大漂不漂亮
哪怕你30岁四十岁才转行
也没有人嫌弃你起步晚
只要你做事踏实
就能安心干到退休
不卷学历
不卷年龄
更不卷经验
在德国
护士证不再是被看不起的证
而是你挑工作
不是工作挑你的王牌证"
332,抖音官号,2025-10-04,权益加班,德国官方出手让护士不,"德国官方出手 让护士不断涨薪 我现在在德国做护士 每个月税后到手3,000欧左右 就这也是一点点涨起来的","德国官方出手
让护士不断涨薪
我现在在德国做护士
每个月税后到手3,000欧左右
就这也是一点点涨起来的
8年前我刚来德国
当时护士的底薪才2,200多欧
到今年最低标准3,400多欧
明年26年 底薪会达到3,500多
快三个w毛爷爷了
在德国
医院工资是以医护为主
不管行政岗赚多少钱
医生护士的工资
一分都不能少
如果变相降薪
或者随意克扣护士的工资
先不说这一定是违法
医院要是这样操作
根本招不到护士
德国护士是觉得工资低了
少了付出
得不到同等的回报
二话不说就组织起来
要求涨薪
这也是为什么
德国护士
每年都在持续涨薪的原因
在同一家医院
护士工资都是透明的
按工龄和级别发钱
一碗水端平
不管专科还是本科
只要有护士证
凭本事吃饭
都能享受同样的待遇
我个人觉得
护士是临床中最辛苦
更是不可或缺的角色
把护士的待遇提高了
才不会寒了护士的心
说的自私一点
毕竟同样作为护士牛马
谁最期望的不是多拿工资
多赚钱呢"
333,抖音官号,2025-10-05,夜班,我中专护士毕业在国内,我中专护士毕业 在国内工作了不到一年 虽然时间不长 但是我却被护理部整怕了 体温检查做汇报搞评比 被查房,"我中专护士毕业
在国内工作了不到一年
虽然时间不长
但是我却被护理部整怕了
体温检查做汇报搞评比
被查房
查到哪里不合适还扣钱
光听到护理部来了
心里啊就一阵发紧
后来我来到了德国
才发现原来
护理部
还有另外一种打开方式
我们医院护理部
就两个光杆司令
正主任副主任
朝九晚五
平时根本见不到人
他们不负责检查
不打分不发通知
也不做考核
遇到真正的问题了
比如护士人手紧张
互换矛盾流程卡顿
才会联系护理部
因为他们的职责
是来帮护士解决问题
而不是制造麻烦
护士可以美甲染头发纹身
没有人管
护士站是工作台
不是站立台
谁都可以坐
夜班也没有人查房
没有人会要求你
每个小时巡视一次
病人睡得安稳
那就让他们好好休息
护士也可以喘口气
护士工作
本身就已经够辛苦了
如果护理部再不能
像个娘家人
反而天天压着检查考试
评比绩效
那这个行业
只会越来越没有人干"
334,抖音官号,2025-10-06,夜班,专职夜班,"如果护士一个夜班2,000块 你还会讨厌上夜班吗 德国护士的夜班 有两个很大的特点 第一夜班不强制","如果护士一个夜班2,000块
你还会讨厌上夜班吗
德国护士的夜班
有两个很大的特点
第一夜班不强制
护士可以自愿申请不上
第二有很多专职夜班护士
他们只上夜班
护士
除了2,000块的夜班可以选
医院也有很多科室
可以不上夜班
今天带大家盘点一下
看看你会怎么选择
第一个检查室
手术室胃肠镜麻醉科
透析介入等等
这些科室
上班时间是早8点到下午4点
8小时工作制
完全没有夜班
不过
这些科室对于护士的语言
临床技能要求会比较高
没有经验的新手护士
很难挤进去
第二家庭医生口腔眼科
这些诊所
护士不仅不用上夜班
很多诊所
周三和周五只上半天班
相当于上四休三
缺点就是工资相对会少一些
如果可以接受的话
诊所护士真是值得选的
轻松工作
第三
有专职夜班护士的科室
像我在心内科
我们科有三个专职夜班护士
班都被他们承包了
我们普通护士就很少上夜班
除非他们有事
人手调不开
我们顶一顶
我愿意上夜班
因为事少钱多
上满10个夜班
多一天年假不说
还有免税的夜班补助
所以
如果一个夜班能赚2,000块
大家是想上夜班
还是选择
没有夜班的科室工作嘞"
335,抖音官号,2025-10-07,休假病假,从18岁到28岁从国,从18岁到28岁 从国内农村到欧洲工作 这条路我已经走了快10年 我15年 从湖南某中专护校毕业 那时候在老家,"从18岁到28岁
从国内农村到欧洲工作
这条路我已经走了快10年
我15年
从湖南某中专护校毕业
那时候在老家
很多人都觉得哎
女孩子长大了是要嫁人的
是属于别人家的人
不应该跑到那么远的地方去
幸运的是
我得到了家人的支持
我老妈说
只要跟学习相关的
砸锅卖铁都支持
于是 18岁的我学了德语
考下了护士证
通过了护士证护论
来到了德国
现在是我毕业的第10年
也是在德国的
快第9个年头了
我在一家医院的普通心内科
每个月到手缴3,000欧
大概两万四五千人民币
每年30个带薪年假
另外还有带薪的病假
没有换国籍
通过护士身份
拿到了德国的永居
从来到德国的第一天起
同样享受免费学习和医疗
如果以后结婚生子
爱人跟孩子
也能享受一样的待遇
这8年多
我旅行了多个国家和城市
在亚洲非洲
欧洲都留下了自己的足迹
虽然我是普通农村姑娘
但靠努力一样能改变命运
如今
从出国再到现在的生活稳定
我庆幸
自己没有走太多的弯路
也非常的感谢
当时勇敢的自己"
336,抖音官号,2025-10-08,夜班,自从来到德国做护士我,自从来到德国做护士 我才知道的5件事 第一实习护士也发工资 实习护士呀 不是免费劳动力 只要她去科室干活一天,"自从来到德国做护士
我才知道的5件事
第一实习护士也发工资
实习护士呀
不是免费劳动力
只要她去科室干活一天
也会正常发工资
这个成人民币
每个月也有八九千块钱
第二
护士不看学历年龄身高长相
我学历中专
高不到1米6
然后年龄也证实是会生育
哈这要是在国内
我妥妥是一个
入职即怀孕的隐藏炸弹
但在德国依然很抢手
每月稳定到手2到3万
第三护士休假是隐私
在德国每年带薪年假有30天
另外还有带薪的病假
病假3天以内不需要假条
3天以上
只要去找家庭医生
补个假条就可以了
想怎么休怎么休
请病假的时候
可以不说具体得了什么病
病假条上也只是用代码代替
护士长和同事也不会问你
得了什么病
除非你自己愿意说
不然都是你的隐私
第四没有年龄焦虑
德国护士更像金饭碗
大多数的护士
拿的都是永久性的合同
大龄护士也很抢手
门科去年就跳槽了
一个43岁的老护士
她入职的要求
除了不上夜班以外
还必须每个星期四都要休息
就这样我们医院也要了她
第五中国护士来德国
可以直接换证
对的
只要你有国内的护士证
不用重新读书
用国内的护士证认证
德国护士证
和德国本土护士一样
享受同样的待遇
起薪24,000多"
337,抖音官号,2025-10-09,夜班,99%的德国护士呀都,99%的德国护士呀 都不排斥夜班 最大的一点原因就是 德国护士下了夜班 睡好大觉就行 不会被科室叫去开会 检查或者考试,"99%的德国护士呀
都不排斥夜班
最大的一点原因就是
德国护士下了夜班
睡好大觉就行
不会被科室叫去开会
检查或者考试
我在德国心内科
我们科室一共28张病床
夜班是两个有证的护士
10个小时的夜班
另外
还有200多额外的夜班补助
夜班的工作
会比白班要相对轻松
很多病人的检查和治疗
都安排在白天
晚上就主张让病人好好休息
在病人不安情的情况下
我们最多也就巡视三次病房
只有上过夜班的
才知道
什么才是真正的活少钱多
夜班自愿
是想上就上
不想上
可以提前和护士长沟通
拒绝夜班
非强制的夜班和排班
大大减轻了护士的心理压力
直接两极反转
护士成了排班的主人
我经常上完夜班之后
连休三五天
好好养精蓄锐
才能继续战斗"
338,抖音官号,2025-10-11,权益加班,德国版本的护士真的是,德国版本的护士 真的是让我不断的长见识 文化壁文化腿随处可见 耳环项链也是可以戴的 护理部根本都不管这些,"德国版本的护士
真的是让我不断的长见识
文化壁文化腿随处可见
耳环项链也是可以戴的
护理部根本都不管这些
我在心内科不用盘头
戴护士帽
所谓的护士鞋
就是我们的洞洞鞋
帆布鞋和运动鞋
我每周工作38.5个小时
每天不超过7.7个小时
排班全凭护士自愿
没有加班加床的情况
当科室出现
护士超过
自己要负责的患者数量时
医院会找兼职护士
或者是直接锁病床
护士不能超负荷
更不能超时工作
所做的每项工作
都会有相应的报酬
下班没有开会
不用考试
工作和生活分得很开
完全不会有多余的学习
和考试占用
咱们个人的时间
除了有固定的双休
法定假日
和30天的带薪年假以外
还有每生一种病
都可以休6周的带薪病假
是不是又给想偷懒的护士们
多提供了一条思路"
339,抖音官号,2025-10-12,权益加班,外国护士是怎么看待中,外国护士 是怎么看待中国护士的 毫不夸张的说 他们眼中的中国护士 就是世界上数一数二 不可多得的人才,"外国护士
是怎么看待中国护士的
毫不夸张的说
他们眼中的中国护士
就是世界上数一数二
不可多得的人才
用我德国同事的话说就是
你们不仅专业技术过硬
光靠摸血管就能一针见血
还个个都长得漂亮
会写文章
能歌善舞
但是好像很少听到你说
中国护士们脱下护士服
好好休息
热爱生活的时候呀
你们下了夜班还要培训考试
不断的晋升
一直保持着紧张状态
这样追求太高
会不会生活的很累呀
也难怪他们
佩服咱们中国护士的同时
还带点心痛
因为我现在所在的医院
护士是不用扎针抽血
也不用考试考核
加班有加班补助
替班有替班补助
就这待遇
我德国护士都看不上
更别提 96年折转了
他们认为
下班后首要的大事
就是好好的陪家人孩子
一起休假旅游
可能环境改变心态
来了德国之后
我也慢慢放松下来
学着体验慢节奏的生活"
340,抖音官号,2025-10-13,夜班,我倒要看看护士上夜班,我倒要看看 护士上夜班吃个芒果能咋地 我在这里切芒果 我同事已经去接新病人去了 但是这个新病人是我 在切芒果之前,"我倒要看看
护士上夜班吃个芒果能咋地
我在这里切芒果
我同事已经去接新病人去了
但是这个新病人是我
在切芒果之前
就已经打电话通知了
要来我们科室的哈
看一下德国上夜班有没有
国内的那个邪说
就是上夜班不能吃芒果
旺仔这种的
我看我今天这个夜班
会收多少个病人哈
a few moments later
现在凌晨3点钟了
就坐等下班了
今天
我们照样是两个人上夜班
然后今天的病人不到20个
呃晚上刚接完班的时候
就是收了一个病人
然后现在的话
没什么事情
就坐着玩手机吧
这
才是德国护士上夜班的常态"
341,抖音官号,2025-10-14,休假病假,海狸未来学员95后大,海狸未来学员 95后大专护士米粒 复读3个月了 分享心路历程 为什么选择了出国 我在国内工作的时候 感觉生活都没有盼头,"海狸未来学员
95后大专护士米粒
复读3个月了
分享心路历程
为什么选择了出国
我在国内工作的时候
感觉生活都没有盼头
我白天累成狗
下班还有各种考试考核
每天就是家医院两点一线
即使休息
我也只想躺在家里面睡大觉
这哪是生活呀
这只能说是生存
机缘巧合之下
知道了德国非常之缺护士
薪资
福利待遇各方面都很不错
每年还有30天的年假
咱们就是说很很心动了
什么时候到的德国
我是今年7月份刚到的德国
到现在还不到三个月呢
医院的话
是全德排名前三的
私立医疗集团
你觉得德语难吗
语言就是用来沟通的
你只要敢于张口
敢于表达
再加上身体语言
能够让别人明白你的意思
就行了说实话
我也是到德国之后
我的德语才有质的进步的
因为
我每天不得不逼着自己
去用德语沟通
交流
德国跟你期待的一样吗
倒也没有
带着很高的期许过来
不过从一开始
的确
就收到了非常非常多的善意
像我刚来的时候
德语还非常烂嘛
去超市啊或者坐车
我满脸都写着迷茫
我不知道我应该怎么操作
总会有好心人
非常热心肠的人
主动过来帮助你
入职德国医院后感觉怎么样
感觉还是非常好的
下班就下班了
没有人在追着你问
患者的事情
时间完完全全属于你自己
还有一点就是
他们真的好喜欢请病假哦
而且请的非常临时
我现在只要连上5天班
或者6天班
感觉不是很想
上了我就会请一天假
最后有什么想对大家说的吗
想要对决定去德国做护士
或者还有些担忧的小伙伴们
说不要后悔
坚定的走选择的这条路
然后把当下的选择
变成最好的选择"
342,抖音官号,2025-10-14,权益加班,快年底了护士长又在求,快年底了 护士长又在求着我们 赶紧休假 我在德国心内科做护士 全职护士的法定工作时长是 每个周38.5-40个小时,"快年底了
护士长又在求着我们
赶紧休假
我在德国心内科做护士
全职护士的法定工作时长是
每个周38.5-40个小时
我们医院是
每个周工作时间38.5个小时
具体时长月底结算
超出时间就必须休
多一分钟都不行
如果
遇到无法避免的加班情况
我们医院的规定是
6个周内给加班护士补休
或者是补钱
超过6周还没有作为
那医院可就得挨罚了
就连我们的年假
也是被催着休
我不想休假的时候
护士长非逼着我休
说什么你这假再不休
一年就要过去了
我们每年30天的带薪年假
如果到了月底
还剩很多天没有休完的话
护士长
对是最着急的那个人
今年的年假
必须今年给全部休完
如果所有人都堆到年底才休
那根本排不过来班呀
护士长可就得头痛呢
护士长为了给医院减少麻烦
也给自己减少麻烦
不得不上赶着
求我们赶紧休假了
想做工作根本不可能"
343,抖音官号,2025-10-15,权益加班,德国护士反内卷的四大,德国护士反内卷的四大行为 第一不卷无私奉献 实习护士也要拿工资 每个月七八千块钱 没有因为是学习,"德国护士反内卷的四大行为
第一不卷无私奉献
实习护士也要拿工资
每个月七八千块钱
没有因为是学习
没有证书不给工资的说法
护士更不加无偿的班
可以说几乎不加班
交接班都是算工时的
我们连换工作服的时间
都是算工资的
第二不卷夜班
爱谁上谁上
如果不想熬夜
你可以申请不上夜班
不用担心
护士长对自己有偏见
或者是穿小鞋
上什么班
上不上夜班
那都是护士的权利
甚至你在求职的时候
就可以提前说
我入职后不上夜班
第三不卷学历
中专大专护士
工资起步都能拿到2万多
我是国内中专护理毕业
在德国娶亲现在是3,800多欧
和3万多人民币一样
能进
类似国内三甲级别的医院
当然哈
德国医院没有三甲二甲之分
只要有护士证
是我挑工作
而不是工作挑我
特别不赞同因为学历低
就被一棒子打死的
第四不卷人情世故关系资源
上下级关系扁平化
同事之间相处也很简单
不用刻意的去巴结领导
更不用小心翼翼的
跟同事相处
大家之间也没有利益往来
德国护士的工资
是政府说了算
按照工龄
进修科室等自动涨
更没有绩效的说法
即使科室一个月没有病人
护士的工资也是照常发"
344,抖音官号,2025-10-16,夜班,德国人的脑回路啊真的,德国人的脑回路啊 真的是特别的新奇 应聘护士 比招聘的医院还要牛 你敢信吗 我在德国医院心内科做护士 我们科刚入职了,"德国人的脑回路啊
真的是特别的新奇
应聘护士
比招聘的医院还要牛
你敢信吗
我在德国医院心内科做护士
我们科刚入职了
一位63岁的老护士
来上班之前
他给医院提出了三点要求
对你没有听错
是他给医院提
而不是医院给他提
第一不上夜班
年纪太大不想熬夜了
第二
是每个星期星期四必须休息
因为他要帮他女儿照顾孩子
第三
就是不想去太繁忙的科室
他觉得年纪大了
精力跟不上了
姐妹们是不是很伤心
认知其实
这种情况在德国并不少见
我们科
目前有3个生完孩子的同事
他们回来上班之后
三个人都只上早班
不上晚班跟夜班
其中有两个同事还只是半职
每个月来医院8-10天
这也是德国护士的现状
基本上成家了
有小孩的护士都会变成半职
这也就是为什么
德国很缺护士
另外
即使快退休的大龄护士
依旧也很抢手
妥妥的香饽饽"
345,抖音官号,2025-10-17,权益加班,护士上一周夜班就能月,护士上一周夜班 就能月入过万 这是真的 我在德国普通心内科 即使是我们普通科的小护士 一个夜班的底薪加补助,"护士上一周夜班
就能月入过万
这是真的
我在德国普通心内科
即使是我们普通科的小护士
一个夜班的底薪加补助
也能有个一两千的
一周的夜班算下来
妥妥有一万多了
我们科室有28张病床
也就意味着
最多最多只能收28个病人
加床多收病人的操作
是违法的
因为病床超过了20张
所以夜班
必须至少安排两个护士
一起上
不用每小时巡视一次
我们10个小时的夜班
除了极特殊的情况
最多巡视三趟
夜班不会太忙
基本是坐着就把米赚了
我们科
有3个专门上夜班的护士
只有在她们生病休假了
我们才能抢到几个夜班
上着班
没有护理部和护士长的夜
查房不用时刻紧绷着神经
下了班不用应付开会考试
不加班更不会延误下班
这样的护士夜班
谁能不想多抢几个上来"
346,抖音官号,2025-10-20,权益加班,我在德国医院心内科做,我在德国医院心内科做护士 我们科固定护士是21个 一个护士助理 一个科室助理 另外还有一个科室秘书 下病床是违反规定的,"我在德国医院心内科做护士
我们科固定护士是21个
一个护士助理
一个科室助理
另外还有一个科室秘书
下病床是违反规定的
让护士负责
超出规定的病人数量
更是违法的
相当于呀
25个人一同协作
最多负责28个病人
当然每个月还有学生会
来我们科室轮转
这个我就不算了
大家的岗位划分也很清楚
护士助理是辅助护士的
一般像基础的生命体征测量
都会由护士助理去做
科室秘书
主要负责的是
病人的出入院登记
病人以前的检查报告
和用药清单
打针输血都是医生的活
护士跟医生
也没有谁比谁高一等
3分治疗
7分护理
互相协作
科室的厨房帮工
周一到周五
病人的一日三餐
都是由他发放
病人入院之后
我们告诉他
哪个病床有新病人
他就会去找病人
问他接下来几天想要吃什么
当病人出院之后
病床和床头柜需要周末消毒
以及铺病床
这些都是由保洁大姐做的
我们科还有一个科室助理
她是周一到周五
早上7点上到中午的12点
她的工作主要是打针抽血
写心电图等
辅助护士
完成科室的日常治疗
如果病人需要去做手术
做检查整个医院
有好几个
专门接送病人
手术和检查的同事
我们只需要在电脑上登记
所以护士的工作相对来说
好做很多
只需要做好
病人日常的护理工作
也没有考试检查业务评比
职业晋升这些压力
这样的德国护士工作
你觉得怎么样呢"
347,抖音官号,2025-10-20,工资收入,小费,一个月没有来科室上班 今天来科室上班的第一天 咚咚咚咚 又收到我们小费的 一个分发了 一起猜猜看会有多少吧,"一个月没有来科室上班
今天来科室上班的第一天
咚咚咚咚
又收到我们小费的
一个分发了
一起猜猜看会有多少吧
之前不是说过
我们科
两三个月会分一次小费吗
啊一个月没来上班
又拿的小费呢
看一下有多少啊
跟大家分享一下
50一百
一百三十五
差不多就是1,100多
毛爷爷
基本上我们全职的人
每次分的话就是130-160之间
怎么说呢
不要白不要嘛
买一袋小野生肉呀
135欧够
我差不多
就是
三个星期的一个生活费了
收好"
348,抖音官号,2025-10-21,休假病假,病假,故事工作的常态是 可能外行人会觉得 护士受伤 坚守岗位是敬业 我同样身为护士 看到的却是杂 工作背后的辛酸,"故事工作的常态是
可能外行人会觉得
护士受伤
坚守岗位是敬业
我同样身为护士
看到的却是杂
工作背后的辛酸
即使是骨折了
发着高烧
想请个假比登天还难
我在国内工作时
一样的很难请到病假
生病了想休息的时候
还得我自己找同事换班
体温39度的护士
护理着体温36度的患者
我有时候看我德国同事
请假的理由
太奇葩太矫情了
想家了请病假
淋雨感冒了也请病假
生理期来了也请病假
偏头痛来了还要请病假
在德国 3天以内的病假
直接打电话通知科室
3天以上的病假
就要找家庭医生开病假条了
大家一致认为
生病了就应该好好的休息
只有把身体调理好了
才能更好的
投入到工作当中去"
349,抖音官号,2025-10-22,权益加班,自从来到德国做护士后,自从来到德国做护士后 我才发现的 这6个中德护士差异 第一德国的护士上班 必须要有工资拿 而且当月工资当月发,"自从来到德国做护士后
我才发现的
这6个中德护士差异
第一德国的护士上班
必须要有工资拿
而且当月工资当月发
不会压工资
就算是实习护士
他们也不用交实习费
而且是发工资的
每个月到手有八九千块钱
第二长
不强制要求护士必须上夜班
一个夜班底薪加提成
大概能赚2,000多块钱
你要是不想上
那就申请不上
护士自己说了算
第三几乎不加班
当然
肯定有避免不了的特殊情况
比如重症急诊
或者是手术室
病人正抢救这类
或者是手术种类
你不能说哎
我到点了
卸手下班了
这种不能准时下班
要么补休
要么补钱
没有免费无偿加班一说
第四科室不能加病床
我们科最多收28个病人
因为我们只有28张病床
走廊上是不允许加病床的
如果赶上请病假的护士太多
科室还会锁病床
之前我们口罩的时候
科室就直接锁了
10张病床只收18个病人
第五可以拒收病人
如如果病人对医生
护士或者其他工作人员
进行人身攻击
或者摔砸设备破坏财物
大声喧哗
辱骂医护或者其他病人
拒绝遵守医院的规定
例如吸烟擅自离开隔离区等
更或者是对医生护士骚扰
或者是暗示
这类行为
都会被非常严肃的处理
通常是立即报警
以及颁发禁止令
也就是拉进医院黑名单
只在病人
处于紧急医疗状态下
医院才会救治他"
350,抖音官号,2025-10-23,权益加班,我们全科上下只剩两个,我们全科上下 只剩两个护士了 就这护士长 还让护士继续休假 我在德国 普通心内科科室 最多最多只能收28个病人,"我们全科上下
只剩两个护士了
就这护士长
还让护士继续休假
我在德国
普通心内科科室
最多最多只能收28个病人
因为只有28张病床
最近啊 21个全职护士里
只剩我和同事两个人了
剩下的不是生病
就是在休年假
虽然科里没人手了
领导也是没辙
因为
德国医院不会为了科室缺人
把休年假的护士叫回来
加班只能医院自己解决
护士生病请假是一定要批的
甚至不用跟护士长商量
3天以内的病假
直接打电话通知科室
说我生病了
需要休息两天就行了
他们认为生病不批假
是对护士生命健康的不负责
生病了就要立马休息
所以科室缺护士还不开班了
要么不收病人
要么找兼职护事
实在不行
只能锁病床关科室了
这次
我们白班组只剩了两个护士
医院领导一番商量
直接锁了10张病床
找了3个兼职护士
在德国这种情况不稀奇
因为很多医院严重缺护士
而护士假期又多
不算周末法定节假日
每年有30天带薪年假
6个周的带薪病假
岗位需求高
护士又少
医院只能这样解决问题了"
351,抖音官号,2025-10-24,夜班,中专护理生为什么要选,中专护理生 为什么要选择出国当护士呢 大家好啊 我是在德国医院工作的 中国护士 很多人问我 在国内找不到工作吗,"中专护理生
为什么要选择出国当护士呢
大家好啊
我是在德国医院工作的
中国护士
很多人问我
在国内找不到工作吗
为什么要出国当护士
事实确实是这样
我在国内真的找不到工作
原因很现实
我的身高只有一米五几
全日制中专函授大专学历
几乎所有大三甲医院
都会把我拒之门外
我也知道
这是我跨不过的短板
于是
19岁的我一个人来到了德国
如今已经在德国做护士
快9个年头了
和医院签的永久性合同
不用担心失业
这可以说对我最大的保障
其次就是
在德国做护士的收入
还算可观
护士在德国属于技术型人才
收入在当地也算中等偏上
我已经工作8年多
现在每个月底薪3,800多欧
差不多3个多w
我是白班护士
赚的没有夜班护士那么高
但对我来说
已经完全足够了
我每周工作38.5个小时
除去双休和法定节假日
每年有30多个工作日的
带薪年假
这样的工作强度
不用再面临考试
晋升科研等压力
所以我个人觉得
出国做护士
是我作为一名中专毕业生
唯一的也是最好的选择
大家怎么认为呢"
352,抖音官号,2025-10-25,夜班,夜班还这么抢,我在德国医院心内科做护士 我们科室的夜班 不用护士长安排 护士们抢着就上了 从来不够分的 为啥夜班还这么抢手呢,"我在德国医院心内科做护士
我们科室的夜班
不用护士长安排
护士们抢着就上了
从来不够分的
为啥夜班还这么抢手呢
一句话就是反常识
轻松不累
底薪加补助
还能赚差不多2,000多块钱
我们夜班算上休息
一共是10个小时
平均每小时入账200
两护士
一组最多照顾28个病人
听起来任务挺重的
但夜班的节奏
跟白班完全不一样
以病人安心睡觉为主
输液治疗基本都安排在白天
巡视1到3趟
不用走到病房病床
也没有夜查房
宗旨就是病人休息好了
恢复才能更快
早上6点半下班
但是6点钟
同事就会过来接班呢
交接班和换衣服的时间
是算在工作时间里的
到点下班从不拖拉
更没有下夜班去培训
去考试的情况
这样的夜班
累积上够10个夜班
还能多放一天带薪假
这样条件的夜班
如果是你
你抢着上不
偷偷告诉你们哦
我们科室
有3个专职夜班护士
意思就是他们3只上夜班
不上白班哦"
353,抖音官号,2025-10-26,权益加班,来了德国才发现医院太,来了德国才发现 医院太有边界感了 不让护士加班 更不能免费加班 因为他怕违法 我在德国医院 普通科室 合同规定,"来了德国才发现
医院太有边界感了
不让护士加班
更不能免费加班
因为他怕违法
我在德国医院
普通科室
合同规定
每天工作8个小时最多
最多不能超过10个小时
如果
连续让护士工作超过6小时
不让休那医院就会被罚款
所以不敢擅自让护士加班
自愿加班也不行
如果实在有特殊情况
要么及时补休
要么补钱
我们科有21个固定护士
3个护士助理
一共有28张病床
不管病床住没住满
早班不能少于5个护士
夜班最少两个
不能加床
不能多收病人
实习护士也有工资
和30天带薪年假
每月到手七八千块
正式护士每月起薪3,400多欧
工资按工龄自动上涨
不分专科还是本科
大家都干一样的活
不怕因为学历低被边缘化
高矮胖瘦
长得好看不好看
这些都不重要
并不能评判护士的专业与否
没有护士长
护理部的突击检查
他们不会为难护士
更像是护士们的靠山
这样的工作
对待每个护士都是平等的"
354,抖音官号,2025-10-28,休假病假,为什么护士请个假这么,为什么护士请个假这么难 我在国内工作的时候 有什么事情都会想着说 先跟同事换个班 不会想到直接去请假,"为什么护士请个假这么难
我在国内工作的时候
有什么事情都会想着说
先跟同事换个班
不会想到直接去请假
感觉都不是特别好意思开口
后面来到德国工作之后
才发现
人家根本都不在乎这些
自己生病了或者家里有事
请假是理所当然的
除了每年的带薪30天
年假以外
病假也是带薪的
3天以内不用假条
3天以上
自己去找家庭医生
开个假条就行了
不会扣工资
也不会叫你之后补班
我们科同事
基本上每个人
每年都会请几天的病假
带新娘嫁就更不用说了
你休不完
护士长还会在你后面
追着你休
我之前刚来到德国的时候
有一次
我身体不是特别的舒服
但我觉得哎呀
轻伤不下火线嘛
没关系的
我还可以继续干的
当天同事就感觉
我的身体状况不是特别好嘛
他就问他说哎
蜜芽你是不是不舒服
我说是的
然后说那你为什么要来上班
他说你病了
你就应该在家里呆着呀
啊那我走
护士长都会说
你病了就是病了
直接待在家里休假就行了
其他的事情由我来安排
要是太多的同事
赶在一起休病假
要么护士长向上面申请病床
要么就去别的科室调人
或者是
从外面找兼职护士过来
反正啊
这些都是领导的事情
跟我们这种牛马打工人
没有什么关系"
355,抖音官号,2025-10-29,招聘学员,招聘护士连高矮胖瘦都,招聘护士 连高矮胖瘦都要筛选 咱也不敢问这是招护士嘞 还是在选美 我在德国做护士 我们科室护士高矮胖瘦 各种类型都有,"招聘护士
连高矮胖瘦都要筛选
咱也不敢问这是招护士嘞
还是在选美
我在德国做护士
我们科室护士高矮胖瘦
各种类型都有
存在长得胖
就没有护士服可穿的情况
护士护理学生保洁
虽然岗位不同
但是
大家都是穿统一的工作服
不用戴护士帽
也不要求梳一丝不苟的头发
可以自己随意盘随意扎
可以纹身染头戴首饰
另外呀对
对于护士的站姿坐姿
走姿更是没有任何的要求
鞋袜
也是凭自己的舒适来搭配
在不影响工作的情况下
护士怎么舒服怎么来
成为正式护士后
没有考试检查
也不用职称评比
上班时就是配液发药
观察病情
遵医嘱行事
下班直接走人
不用随时待命"
